atga_last_6,atgf_last_6,atsa_last_6,atsf_last_6,atsta_last_6,atstf_last_6,htga_last_6,htgf_last_6,htsa_last_6,htsf_last_6,htsta_last_6,htstf_last_6,FTR
4,5,50,85,31,43,9,8,100,71,56,40,A
4,11,56,88,29,57,9,8,67,94,40,60,H
7,6,80,54,42,29,7,6,78,72,42,39,A
7,7,76,46,47,20,11,11,107,66,54,39,A
3,9,51,87,25,55,9,5,103,80,59,49,H
13,9,108,69,62,41,9,4,95,66,61,28,A
7,9,75,104,45,55,11,8,102,68,74,41,A
3,7,66,118,37,66,4,10,47,106,25,65,H
7,7,90,72,50,37,4,9,73,103,42,65,H
7,8,85,85,47,54,13,5,86,63,45,36,A
11,4,95,69,55,44,4,4,52,81,26,37,A
4,19,61,109,32,69,13,7,70,82,42,43,H
5,5,57,80,29,37,4,7,68,98,35,63,H
9,10,96,77,52,45,7,6,96,65,60,29,A
12,7,99,62,72,36,2,8,69,97,32,58,D
9,6,80,68,43,42,7,18,64,104,35,70,H
6,5,59,84,29,40,8,6,75,75,41,38,D
6,11,90,77,47,51,8,8,68,98,41,52,H
10,6,103,82,60,44,11,8,105,66,52,37,H
8,8,79,47,50,19,5,7,57,119,32,67,D
10,4,93,61,57,30,10,10,55,76,35,40,H
5,6,65,88,29,55,3,6,76,52,35,28,H
3,8,60,95,33,57,13,6,80,76,44,42,A
7,6,96,68,60,29,7,6,77,40,43,13,A
8,5,65,75,33,38,9,7,99,56,64,31,A
5,7,78,45,37,25,6,9,108,64,55,43,H
7,7,70,106,41,55,8,8,101,71,52,38,D
6,9,57,74,33,36,11,7,102,87,63,44,H
10,10,100,78,47,46,6,5,69,63,39,29,D
5,6,54,111,31,57,10,5,82,62,41,35,H
13,4,79,76,44,42,10,4,81,70,46,37,H
6,17,64,101,32,61,8,7,67,90,33,57,A
3,8,66,103,31,56,1,8,54,100,30,61,H
15,4,85,70,47,39,5,9,59,99,28,53,H
3,10,54,98,29,59,7,5,79,65,43,31,H
8,5,82,42,44,12,7,17,65,91,35,54,H
6,6,60,115,37,59,7,7,68,53,33,29,D
8,5,53,103,31,53,10,8,102,59,65,35,A
7,7,92,69,46,40,5,11,103,63,47,41,H
7,6,89,70,49,29,13,10,103,81,66,42,D
9,7,71,75,38,42,8,8,59,70,30,35,D
11,11,64,72,40,39,9,10,102,75,49,40,A
9,8,61,90,29,55,9,8,77,63,40,37,D
3,11,98,56,42,34,7,5,73,48,35,15,A
11,6,107,46,65,27,8,7,77,61,40,36,A
7,8,75,56,37,30,6,4,81,71,44,32,A
9,11,104,81,65,40,4,7,61,95,33,54,H
9,9,103,81,49,45,8,6,65,98,33,56,H
8,6,76,69,40,40,8,5,84,63,43,30,H
6,5,84,65,46,32,18,5,87,65,50,35,D
7,14,60,88,30,49,6,6,51,115,32,59,D
8,9,54,83,27,46,8,11,73,60,44,33,H
6,10,61,100,30,58,8,8,43,108,22,57,D
6,7,75,77,41,35,7,9,81,64,41,34,A
8,12,62,95,32,50,2,11,98,48,45,28,A
9,11,82,64,49,34,5,9,62,97,32,57,H
7,7,47,95,26,54,10,12,70,85,35,50,H
14,6,78,58,45,31,8,6,86,75,42,43,A
8,8,56,110,36,54,7,5,76,60,45,28,H
9,7,84,62,42,37,15,9,95,79,47,46,H
8,5,67,50,33,19,11,10,96,83,60,42,H
4,10,65,93,38,55,10,10,63,86,33,50,A
8,5,78,82,43,40,11,7,97,54,56,29,A
4,11,83,48,42,28,8,10,75,98,43,54,H
11,11,90,83,55,40,11,9,75,81,40,47,A
10,7,64,83,38,46,13,6,79,58,50,31,D
15,9,94,76,47,46,3,11,66,85,38,54,H
9,6,88,75,43,42,7,7,54,102,34,56,H
15,7,110,56,63,32,11,10,85,66,51,35,D
5,13,61,95,33,52,9,13,64,89,34,51,H
8,12,69,70,36,43,7,9,80,77,44,37,A
9,10,87,66,45,35,8,4,68,50,31,20,H
11,8,86,69,49,37,9,5,79,52,44,27,A
8,7,70,83,40,47,16,8,106,64,57,41,D
9,17,51,93,30,54,8,5,53,89,30,53,A
11,4,103,71,55,36,3,11,50,95,30,59,H
5,6,72,60,45,31,10,8,69,89,37,49,D
8,8,82,80,47,38,7,4,65,51,30,23,H
6,8,53,112,30,62,7,14,65,108,33,65,H
7,7,81,48,45,23,13,9,86,69,51,37,D
6,14,75,75,37,46,10,13,71,89,42,49,A
15,8,108,54,61,33,10,10,90,69,53,35,H
7,14,83,77,45,47,8,7,78,83,45,48,H
10,9,68,96,38,50,10,4,107,68,56,36,H
7,5,59,59,30,29,7,7,63,104,37,58,H
12,13,72,85,44,48,4,7,80,57,48,32,H
7,6,53,83,29,47,7,8,84,46,47,25,H
16,6,106,64,62,39,19,7,111,57,70,33,A
5,14,71,111,35,68,7,14,82,62,41,42,H
10,5,79,59,44,31,8,6,77,80,46,39,D
3,12,51,106,31,61,9,7,86,72,48,40,H
14,9,78,84,48,45,7,17,54,89,29,52,H
3,7,84,59,46,33,8,6,56,79,29,47,H
7,8,97,69,59,41,6,9,87,72,44,41,A
6,12,81,102,41,65,8,5,76,68,42,36,D
9,7,76,88,46,42,11,8,89,74,54,39,H
6,14,76,73,38,46,18,5,112,58,73,31,A
7,7,82,45,48,24,15,7,105,62,61,39,H
6,18,50,98,27,59,5,6,85,49,48,28,A
7,8,66,106,37,60,2,9,47,111,29,67,H
5,8,46,83,24,49,11,7,70,97,41,53,H
6,4,65,57,35,29,10,11,68,94,42,50,D
2,11,44,114,30,66,5,5,78,57,46,28,D
6,5,80,47,45,26,6,10,91,72,56,43,A
20,5,111,60,77,33,7,7,81,88,50,43,H
11,8,65,104,37,55,9,4,86,37,53,18,H
10,9,66,98,38,55,8,8,79,92,42,55,D
13,9,98,55,56,36,10,3,113,64,59,35,H
6,5,70,91,37,51,6,19,43,94,21,60,H
6,5,64,78,31,36,8,7,51,78,28,46,A
11,7,78,80,47,44,6,12,88,95,41,56,A
8,8,82,73,40,42,6,17,75,84,38,57,H
5,5,84,83,39,50,7,3,87,71,46,38,A
7,12,83,91,40,51,5,6,88,54,47,30,H
8,7,81,81,50,45,6,8,85,67,46,38,H
10,6,87,48,53,24,3,9,43,114,25,67,D
5,15,43,94,20,61,12,8,66,101,39,53,H
5,6,90,58,55,25,6,6,68,82,36,40,H
11,5,107,62,56,33,21,4,113,56,80,33,A
7,8,88,67,53,38,10,9,61,108,33,56,H
10,8,48,75,27,45,11,8,79,74,45,43,H
3,15,61,89,32,63,8,9,90,62,51,37,A
6,10,70,78,42,47,7,7,85,62,52,36,A
6,8,89,70,50,43,11,8,99,71,55,38,A
5,6,61,85,30,45,5,9,83,87,37,52,H
9,4,83,67,47,35,10,7,48,75,28,45,D
5,6,89,60,45,32,8,5,79,79,50,42,D
19,5,106,60,75,33,5,5,92,52,62,23,H
11,7,65,105,37,57,11,8,96,48,55,23,D
8,6,79,66,44,38,8,7,89,74,41,40,H
6,11,42,116,24,67,6,14,45,97,23,60,H
10,8,72,86,41,48,2,15,63,92,32,63,H
8,6,77,77,46,46,6,5,56,112,33,61,A
12,7,100,71,57,37,4,10,82,70,49,43,H
6,5,90,57,61,23,9,5,87,63,42,33,D
7,8,93,50,50,28,6,7,81,61,46,32,H
6,8,88,81,43,46,6,10,85,74,49,48,D
9,7,43,84,24,46,8,6,68,80,37,46,A
8,6,95,65,47,33,7,8,52,103,29,56,H
7,7,81,70,50,43,11,8,89,78,52,47,H
1,15,56,105,32,68,7,7,70,84,37,46,H
4,10,44,88,21,54,19,4,107,62,73,32,A
7,10,48,97,25,58,8,8,79,82,48,47,A
17,4,92,63,61,35,10,7,91,46,50,22,D
10,7,67,75,37,41,10,5,83,67,50,41,H
10,10,90,72,53,45,12,5,99,50,53,23,H
10,6,80,60,39,33,1,12,49,107,31,66,H
5,8,66,81,32,46,3,11,41,88,23,54,A
6,9,80,80,41,44,4,10,48,85,27,49,D
10,6,94,55,53,27,13,5,89,53,46,25,D
13,8,83,85,56,49,13,5,69,70,38,35,H
10,7,72,75,39,44,11,7,83,72,45,42,D
5,9,71,75,34,44,7,6,89,60,50,38,H
7,5,90,53,59,19,3,11,84,54,49,35,H
5,5,62,107,34,61,9,9,94,71,56,40,H
10,6,95,59,50,30,10,10,47,91,27,53,A
6,10,63,74,37,39,1,14,53,111,32,73,D
7,16,56,101,28,62,15,4,95,61,59,36,A
10,8,80,71,47,42,13,4,94,46,50,24,A
12,5,86,60,49,28,9,6,103,60,56,32,D
4,9,54,86,32,49,9,5,85,52,59,18,D
1,13,70,65,38,43,6,9,78,64,41,43,H
12,4,90,61,50,37,11,5,65,85,37,49,D
7,8,79,70,47,46,7,14,68,86,38,46,H
11,7,51,104,28,55,14,8,77,85,52,49,A
10,8,80,72,42,46,8,6,90,63,51,32,D
7,7,93,73,53,40,6,8,85,72,46,40,H
13,5,79,63,43,32,5,5,65,103,34,60,H
5,13,63,109,39,66,6,16,57,98,27,61,H
8,8,80,62,47,44,8,8,49,101,26,53,A
6,18,62,90,35,51,9,5,78,50,51,20,D
4,6,57,98,32,50,11,8,82,76,44,49,A
5,12,68,61,41,36,5,13,76,91,43,53,A
16,6,82,78,55,41,5,7,57,83,34,47,D
7,17,62,86,37,47,14,7,85,66,47,40,D
9,5,73,50,44,22,10,7,103,74,63,41,H
5,16,51,94,26,55,4,11,71,63,41,35,A
6,5,101,59,54,33,13,6,81,71,46,46,D
9,5,96,60,54,30,7,9,79,64,36,44,H
5,10,61,92,35,53,8,3,87,59,47,28,D
13,9,65,85,38,54,6,12,70,94,40,52,H
5,11,77,68,35,46,13,4,86,53,45,28,A
7,13,69,98,42,54,7,7,50,107,25,49,H
7,9,75,70,35,50,5,8,54,98,30,53,H
11,5,84,59,46,33,5,10,83,74,40,44,H
6,9,59,90,32,53,6,7,96,67,51,41,A
6,12,72,106,43,64,8,3,97,64,59,33,A
6,11,48,121,23,56,12,8,76,87,46,56,H
8,3,87,58,52,27,17,8,88,74,59,39,H
12,8,87,69,51,45,8,5,81,52,45,21,D
9,6,98,85,57,45,2,15,57,94,31,57,H
6,9,81,66,47,37,7,15,60,88,33,48,H
12,4,91,54,48,29,9,10,83,95,50,50,H
13,4,67,65,40,34,3,11,67,79,31,43,H
13,4,92,67,57,41,5,8,94,72,45,42,H
4,10,60,85,33,38,5,7,71,78,51,47,A
6,12,70,111,38,61,11,5,75,67,45,33,D
5,6,74,56,34,29,12,9,61,89,37,46,D
9,14,76,90,44,49,8,8,75,68,41,33,A
9,13,90,81,54,59,18,10,95,67,55,33,D
10,6,79,74,37,41,8,11,54,95,29,56,H
4,13,62,94,31,53,6,12,56,106,30,60,A
17,10,89,71,45,33,8,7,81,77,59,46,H
11,7,86,65,53,35,11,7,76,85,52,49,H
6,12,53,106,29,66,7,8,93,70,44,40,A
4,5,81,55,36,29,8,17,73,90,40,51,H
11,6,94,72,43,40,11,10,99,84,58,55,H
5,13,64,91,34,48,12,5,76,68,44,36,H
13,8,93,50,48,24,9,9,51,91,30,44,H
8,13,68,111,37,65,11,6,93,60,57,36,D
10,6,75,75,44,32,7,5,102,36,53,23,D
11,6,90,68,57,38,6,13,64,88,33,49,H
11,5,83,62,47,35,9,5,92,74,40,41,D
12,6,79,93,53,53,5,12,54,116,29,74,H
8,9,88,87,51,52,13,7,110,49,58,26,D
8,6,98,49,56,27,8,7,78,56,38,31,D
6,11,82,79,56,48,13,6,90,63,55,34,H
8,8,96,76,47,43,9,7,80,74,44,34,H
8,18,67,83,35,48,4,13,78,82,42,49,A
7,8,48,99,30,49,8,11,75,102,40,58,D
9,13,57,111,32,66,19,11,86,68,45,28,A
4,10,54,107,29,67,8,9,85,77,56,47,D
12,6,89,71,58,42,9,14,58,107,34,61,A
7,13,82,85,44,54,11,4,85,88,55,48,D
8,13,73,107,37,61,8,12,86,89,48,47,D
6,5,75,51,36,29,11,5,75,66,43,37,H
6,12,51,98,28,53,8,18,66,80,38,46,H
9,5,90,68,40,37,6,4,95,51,52,27,A
9,8,75,68,39,34,7,10,54,94,31,46,D
12,8,103,57,55,30,9,5,92,63,56,36,D
18,10,79,64,40,26,10,7,94,70,48,39,H
10,6,97,76,55,42,6,4,72,55,33,29,H
6,3,84,56,49,24,8,13,70,116,35,66,H
7,9,80,76,39,37,8,7,85,70,58,42,A
10,5,79,87,49,50,14,9,75,64,34,27,D
10,11,102,74,55,38,7,7,53,85,31,44,D
9,16,65,74,37,43,9,4,91,60,36,30,A
11,6,74,58,42,31,10,8,104,71,56,36,D
7,10,58,94,30,49,8,14,81,83,45,52,D
9,11,61,98,36,60,3,9,56,110,27,64,H
8,9,83,74,50,44,8,7,78,67,41,30,A
9,14,77,78,44,46,8,10,86,74,44,37,H
14,6,72,63,35,28,9,5,89,84,46,44,A
10,17,62,82,36,46,10,6,65,60,37,31,H
9,12,58,102,28,57,9,8,105,70,55,38,H
8,5,95,62,39,35,3,10,52,112,25,62,H
8,7,80,66,53,39,6,10,62,90,29,46,H
10,10,68,86,38,48,9,9,48,90,26,49,H
8,6,60,74,35,42,9,6,80,65,43,31,A
7,3,80,58,48,26,12,12,99,71,55,34,A
5,5,72,52,32,28,7,9,93,64,57,38,D
9,13,44,89,25,54,12,4,102,53,40,35,D
5,5,67,60,40,29,10,10,62,106,30,59,D
10,5,93,84,51,42,8,15,62,79,35,47,H
13,12,90,82,52,44,6,4,80,54,43,29,H
8,11,86,68,48,36,8,5,90,59,58,29,A
8,8,118,68,63,35,10,7,91,67,58,39,H
4,8,61,102,25,51,7,8,77,81,40,51,D
7,8,92,63,54,39,13,9,66,82,40,46,H
9,5,81,84,45,38,12,8,68,76,33,41,H
2,13,55,112,30,58,10,13,71,87,45,53,D
9,8,112,76,58,39,10,4,92,55,36,38,H
10,4,95,81,53,42,9,7,75,70,48,35,D
12,10,89,76,49,44,9,9,75,72,48,41,D
8,10,47,82,30,46,9,9,60,104,28,57,D
7,8,97,66,53,42,9,15,59,82,38,48,H
2,5,61,61,36,29,10,8,62,80,31,45,D
8,5,86,79,46,38,6,5,72,61,43,29,H
8,12,92,66,54,34,5,6,90,73,48,43,H
4,8,73,107,30,60,14,10,68,84,41,49,H
2,10,52,97,25,49,10,8,91,76,57,44,A
7,5,60,78,39,47,7,4,109,66,62,37,H
3,5,66,64,41,28,9,12,84,56,49,28,A
7,12,60,92,35,53,9,8,104,79,52,40,A
9,5,86,61,34,41,9,3,98,80,57,45,D
5,7,86,68,43,40,8,11,54,81,37,48,A
7,8,62,77,28,43,6,8,79,98,32,56,H
11,10,71,75,43,40,12,9,97,67,58,43,A
9,9,58,108,31,63,1,10,45,91,21,42,D
8,6,78,67,50,37,3,5,56,63,31,31,H
10,7,88,75,52,41,9,5,81,76,45,37,H
9,4,84,93,49,54,12,5,89,67,49,32,D
3,6,65,56,32,30,4,9,86,71,46,45,A
7,4,61,80,45,45,10,7,74,77,49,40,A
3,6,74,59,49,26,9,5,89,61,40,39,D
8,11,80,62,47,35,10,10,62,70,44,45,H
10,8,98,74,49,38,6,7,75,74,35,41,H
10,11,68,74,39,42,8,8,55,99,32,60,H
8,13,56,87,31,51,2,10,44,90,21,43,A
4,7,70,110,28,62,6,6,108,67,58,39,A
8,6,82,82,45,39,12,6,92,59,55,37,H
10,7,93,62,46,32,12,8,76,80,48,49,H
11,6,86,67,53,39,10,5,80,78,50,46,H
7,8,55,90,33,56,2,6,71,52,46,23,D
14,6,84,74,43,37,6,9,78,54,39,30,H
10,10,72,90,43,56,9,14,65,84,39,47,H
9,4,79,61,39,38,5,9,69,106,31,58,A
5,12,46,88,23,46,9,6,78,92,40,49,A
7,11,85,83,47,48,11,12,78,69,46,38,H
9,8,106,70,58,44,10,9,87,53,49,31,D
8,11,58,79,39,49,13,7,99,67,54,34,A
3,6,63,56,43,26,9,12,66,87,38,52,D
7,11,83,60,42,37,9,7,83,65,45,37,H
12,8,69,91,36,57,4,8,65,83,31,45,A
7,7,63,83,37,51,9,7,111,70,59,41,A
17,7,103,62,60,35,5,13,57,88,29,48,H
10,4,90,64,53,37,7,9,66,123,34,70,H
10,7,76,80,48,47,11,7,84,95,45,48,H
7,13,56,89,39,57,14,6,93,72,49,37,A
8,14,68,83,42,46,7,10,98,82,58,45,D
7,5,89,60,49,37,7,6,66,80,48,43,H
7,9,90,81,64,46,15,5,101,52,59,26,D
9,7,74,86,40,46,8,15,72,90,47,53,H
5,9,53,84,22,50,8,7,71,82,37,51,H
7,10,64,123,37,71,2,5,68,48,46,22,H
9,7,74,69,37,39,8,6,73,72,41,44,A
4,7,70,85,34,47,11,3,100,53,56,30,D
6,13,64,92,47,58,9,11,83,60,41,36,A
12,6,81,76,46,39,6,8,57,77,38,48,H
4,10,57,102,30,62,10,5,92,57,59,33,A
11,10,73,94,40,54,5,9,63,86,40,55,H
12,4,82,67,45,34,14,5,99,51,69,26,A
7,9,72,74,52,42,11,4,95,55,56,27,A
8,5,73,70,33,39,10,16,78,91,52,53,H
6,9,60,92,27,55,9,10,89,60,43,36,A
10,7,114,60,61,35,14,5,96,44,56,22,H
4,5,67,71,29,35,3,7,72,43,47,25,D
3,11,51,97,25,65,8,8,77,81,40,49,A
4,13,64,93,45,57,6,9,59,80,40,48,A
10,11,54,114,35,63,7,6,70,80,37,46,A
10,17,82,85,58,54,10,7,78,67,43,36,A
12,12,94,64,50,39,8,6,92,61,50,32,H
13,5,88,69,52,33,7,4,77,77,39,46,A
5,8,73,42,48,28,9,11,64,90,31,58,H
17,4,97,47,69,23,7,8,88,71,63,43,D
8,16,63,89,40,61,7,6,69,62,34,32,D
10,3,97,37,54,17,3,11,46,101,22,72,H
10,6,73,81,40,44,5,15,65,103,44,66,A
8,8,88,74,49,49,8,13,54,116,35,65,H
7,9,62,78,41,44,16,12,78,97,47,56,A
8,5,81,80,40,45,12,4,109,38,65,19,H
8,8,78,66,40,37,8,7,104,66,60,44,H
6,15,65,109,42,64,8,7,76,40,46,27,A
4,11,45,121,24,86,9,6,89,72,48,37,D
11,7,76,65,44,35,11,7,95,71,56,36,D
9,8,86,82,61,46,7,10,67,77,46,45,D
7,6,66,63,33,36,18,5,103,48,70,26,A
18,10,76,95,49,59,13,11,92,66,52,37,D
8,13,60,98,29,61,8,16,58,83,36,56,A
8,15,52,119,36,70,7,17,79,89,54,58,H
6,7,58,66,32,36,3,18,60,104,34,64,D
7,4,91,68,47,34,10,5,80,59,45,28,D
8,7,101,68,59,47,10,6,82,66,45,32,A
12,7,78,50,50,32,5,5,92,65,61,38,H
19,5,113,55,74,31,9,7,72,84,40,49,D
11,6,90,69,49,34,5,13,61,98,30,59,H
10,7,80,68,46,32,8,13,58,115,40,67,H
11,7,104,33,60,21,16,9,72,84,45,50,A
8,16,62,82,35,52,4,17,53,112,27,69,H
6,16,75,96,48,65,2,10,32,129,14,88,D
6,8,63,76,42,42,8,8,71,55,40,30,D
8,4,73,72,43,35,10,15,68,78,41,53,H
11,7,76,74,40,37,14,7,81,43,51,26,D
15,9,62,82,37,52,20,4,112,57,66,32,A
4,12,47,102,22,60,7,3,107,58,57,31,D
5,8,75,73,47,44,7,9,106,65,64,42,D
3,10,34,128,18,90,14,5,85,57,50,25,D
5,11,58,101,31,59,7,7,94,32,53,18,D
7,8,71,56,41,34,6,14,85,87,56,63,H
13,5,77,69,50,38,11,5,91,66,51,31,H
11,9,73,90,45,48,5,7,63,77,45,44,H
5,17,54,106,37,60,9,15,68,76,41,53,D
16,9,71,48,43,28,11,16,65,80,41,51,H
14,5,98,60,55,32,5,7,64,73,44,40,D
6,15,92,79,56,54,8,8,77,72,43,31,A
7,12,55,95,29,53,16,10,67,74,37,51,H
13,5,85,55,49,25,6,3,104,58,56,30,D
7,8,111,59,65,38,8,9,91,31,48,19,H
4,7,60,77,33,42,14,5,75,71,48,37,H
8,8,72,70,46,41,12,9,75,72,36,38,D
7,15,61,94,37,53,4,11,46,100,24,57,D
4,11,38,119,20,83,12,8,74,85,45,44,A
14,10,63,77,33,53,4,8,38,120,22,80,H
4,2,106,55,59,29,5,7,75,78,40,45,H
8,10,61,79,35,48,9,8,101,57,58,38,A
12,10,73,67,34,35,9,12,62,92,36,49,H
5,13,55,90,30,50,7,7,67,77,41,41,H
8,7,83,77,48,37,12,5,80,61,45,30,D
9,11,91,37,50,22,16,6,74,47,46,24,H
13,6,83,78,53,43,13,8,100,64,52,35,H
7,8,62,78,42,44,3,12,91,76,53,52,H
12,6,77,77,50,41,6,16,63,103,36,59,A
5,9,67,81,35,48,8,13,53,110,32,62,H
16,8,87,71,47,39,11,11,93,39,57,24,A
8,7,101,60,53,39,10,8,83,68,50,35,H
3,12,87,69,52,44,5,3,103,55,60,30,A
7,7,57,75,38,46,8,2,74,63,41,30,H
14,5,71,50,43,26,6,6,88,62,47,29,H
11,10,104,60,53,33,7,10,64,91,36,53,H
9,16,67,94,41,55,5,10,55,84,29,45,H
7,9,68,81,41,42,9,8,63,76,30,52,H
4,8,38,118,23,75,14,5,81,77,52,42,A
8,15,51,116,30,64,12,11,80,78,39,44,A
5,5,78,72,39,33,7,8,91,64,44,40,D
14,7,88,76,54,44,12,5,74,53,43,25,A
9,11,67,73,31,46,8,7,92,62,47,38,H
7,3,71,64,38,36,3,10,92,68,54,43,H
11,10,77,39,45,21,8,6,53,79,36,45,H
9,9,83,68,51,32,11,12,71,87,47,47,H
7,2,93,59,57,30,11,10,63,81,36,45,A
6,12,53,106,30,63,5,8,39,113,25,71,H
5,9,55,82,27,47,11,9,105,57,54,30,A
11,9,49,91,29,51,11,3,75,53,44,34,D
9,7,89,58,44,32,8,4,94,60,58,32,H
11,9,114,51,62,25,12,8,84,44,51,20,A
8,8,90,68,46,43,7,7,101,65,63,30,H
6,10,45,108,30,68,6,18,51,112,31,66,H
9,5,73,52,41,22,10,11,65,78,35,49,H
6,7,99,52,60,27,8,5,75,52,41,24,D
6,12,51,104,27,61,9,6,95,65,50,41,A
8,16,61,105,37,60,11,9,42,92,24,47,H
5,8,56,86,28,50,9,9,61,81,40,49,H
13,7,87,48,48,22,2,12,81,66,50,43,H
8,6,79,66,48,34,10,9,99,58,57,25,H
13,7,89,64,50,38,9,11,72,93,48,56,H
6,3,73,51,41,33,10,5,84,55,41,30,D
6,6,75,65,39,32,8,11,49,100,30,59,A
9,12,66,77,37,45,15,10,74,78,41,49,H
6,3,77,50,42,32,13,10,73,71,40,48,H
4,6,101,54,61,28,10,6,90,72,47,42,H
8,10,47,100,28,58,11,6,106,56,59,35,A
1,12,63,77,33,47,11,6,73,67,36,36,A
10,11,69,76,43,42,7,6,64,83,33,50,H
6,3,73,56,40,25,9,11,64,82,40,47,H
12,5,90,48,51,21,5,9,53,96,24,55,H
8,11,75,104,49,62,10,11,39,88,23,49,H
9,15,64,103,43,61,10,11,107,58,61,27,A
11,8,74,79,47,42,4,7,67,68,34,34,H
12,7,97,56,57,31,7,3,75,45,41,28,D
9,11,41,86,24,50,15,4,103,43,59,18,A
9,9,101,60,60,30,6,3,73,60,40,28,A
4,11,47,105,21,63,6,7,94,67,56,36,A
11,9,73,73,41,48,14,10,69,83,43,46,D
5,7,78,64,41,33,12,8,76,62,48,30,H
8,10,67,86,41,52,9,11,54,88,28,52,D
10,5,74,66,37,34,8,10,83,97,55,61,H
8,8,94,78,52,46,8,15,65,98,45,61,D
7,10,64,87,31,54,0,11,51,76,27,46,A
9,5,84,42,45,29,5,12,57,101,24,60,H
5,7,85,54,43,28,9,10,94,64,55,36,D
11,10,72,75,41,40,7,9,78,73,47,44,H
6,15,71,94,46,59,15,3,102,46,53,17,D
8,7,102,70,57,41,8,10,42,85,23,47,D
11,6,70,61,35,30,10,8,65,73,42,33,A
2,11,45,79,24,45,8,2,79,53,44,20,A
5,11,76,78,46,46,6,14,50,93,22,58,D
10,8,64,84,36,55,6,10,59,87,26,54,H
2,11,49,78,20,42,7,7,110,63,66,38,D
6,10,71,99,45,62,6,8,85,55,42,26,A
5,12,55,79,24,50,9,7,91,46,50,24,A
12,3,114,46,60,21,11,4,83,37,47,25,H
9,2,68,59,38,22,11,10,73,71,43,40,A
3,10,76,77,43,46,9,8,68,59,37,31,H
5,9,37,89,22,51,13,5,95,59,58,28,D
11,4,62,77,42,37,8,6,82,79,48,38,D
7,7,49,79,23,51,6,7,100,65,59,36,H
5,9,69,87,42,55,6,10,74,87,48,56,D
3,10,54,90,25,54,10,11,54,91,26,53,H
8,10,78,74,44,40,4,11,47,80,19,43,H
8,6,84,55,43,33,8,4,83,60,42,24,H
9,11,57,77,27,45,9,4,59,83,33,53,D
8,5,82,70,48,35,3,8,46,81,26,47,A
8,8,68,102,43,61,11,5,60,73,39,36,A
6,8,108,72,67,40,6,9,61,86,32,50,H
8,5,89,46,51,25,3,7,72,67,41,39,H
4,10,54,77,23,38,3,12,51,79,24,51,D
8,5,71,69,45,32,5,11,77,92,43,60,H
12,8,67,91,38,48,11,3,115,48,57,21,D
7,7,69,55,38,29,10,10,68,72,37,40,H
16,3,64,64,45,31,6,9,100,66,63,37,D
6,8,54,82,33,44,10,11,53,80,25,47,H
7,10,60,82,33,48,10,4,78,70,52,33,D
7,6,65,74,33,46,7,8,73,73,33,40,A
10,14,65,72,37,48,9,6,81,57,40,31,A
9,2,112,51,55,24,9,4,94,46,55,25,A
4,11,52,83,27,53,11,5,73,91,42,45,A
3,6,61,73,32,44,6,11,58,103,35,67,D
5,12,80,88,47,55,5,10,68,70,35,35,A
6,4,74,65,36,24,10,7,72,55,45,30,D
9,8,77,78,37,45,5,10,56,77,29,45,H
8,3,78,68,54,30,8,7,73,74,40,44,A
7,10,53,72,27,42,5,11,75,79,42,47,D
5,12,75,87,40,51,9,13,56,74,30,48,A
8,12,62,73,33,42,7,5,79,63,38,26,A
6,5,53,75,31,38,10,7,76,53,49,29,D
14,2,60,66,38,33,9,3,76,87,47,40,A
10,8,85,89,41,51,10,6,77,59,38,32,H
8,6,77,69,54,34,6,9,74,70,37,33,H
3,10,52,111,27,69,11,3,95,55,57,33,A
5,6,94,61,58,32,3,5,67,69,35,39,H
11,8,74,75,41,49,3,8,62,73,31,50,H
5,7,71,79,39,43,10,6,113,66,60,36,A
9,13,51,76,26,48,14,8,87,69,51,44,D
8,5,117,73,66,41,7,6,98,58,59,30,H
5,10,70,70,34,35,11,7,82,80,41,45,D
13,4,95,60,61,38,8,6,84,63,56,33,A
10,8,81,49,53,30,8,12,57,87,33,50,H
3,10,56,81,31,56,11,4,49,71,30,39,A
9,10,72,61,37,35,4,7,66,97,39,58,A
8,2,77,76,49,32,3,11,52,115,28,71,H
1,5,55,83,27,47,5,12,80,84,44,52,H
8,6,87,59,44,24,6,4,51,77,32,40,D
11,7,69,92,27,26,7,6,103,63,34,14,A
6,4,83,67,30,21,9,4,122,49,37,18,H
8,9,85,67,24,19,7,6,90,59,24,17,D
10,4,87,57,26,15,4,8,89,78,31,33,H
6,9,65,93,17,33,7,14,54,96,19,37,H
8,8,69,85,24,30,14,4,81,85,29,15,A
7,13,75,86,23,34,5,6,74,65,22,16,D
5,4,77,66,17,12,2,6,45,114,19,34,A
3,7,54,104,18,32,6,4,83,60,21,15,A
9,8,75,78,23,33,2,5,58,74,14,25,H
7,3,86,66,23,16,5,13,78,84,23,35,H
7,7,105,59,40,15,4,8,61,104,19,35,H
5,6,86,58,23,16,7,8,69,80,21,31,H
2,6,64,79,20,27,8,6,58,83,20,29,D
5,10,90,65,29,29,8,9,57,107,18,35,D
5,7,81,66,25,19,6,4,66,73,21,20,D
15,5,89,71,34,14,7,7,72,78,20,34,H
8,13,55,88,22,32,5,5,79,64,20,13,A
5,5,56,111,21,36,7,6,75,76,21,19,A
9,4,118,53,37,19,12,5,83,63,31,14,A
7,7,114,46,34,18,2,6,68,80,22,28,H
9,5,109,63,42,12,10,4,100,65,33,18,D
