atga_last_6,atgf_last_6,atsa_last_6,atsf_last_6,atsta_last_6,atstf_last_6,htga_last_6,htgf_last_6,htsa_last_6,htsf_last_6,htsta_last_6,htstf_last_6,FTR
3,5,54,74,26,39,6,7,88,70,47,31,A
10,6,53,51,27,24,6,6,59,64,34,36,H
3,7,67,56,34,31,8,7,49,63,24,30,A
6,8,54,68,27,38,1,10,49,91,20,49,H
10,6,58,84,33,41,6,8,93,40,53,22,H
3,5,57,69,24,33,8,5,44,65,21,26,D
7,15,40,84,19,54,3,4,53,60,25,29,A
16,10,113,63,63,37,3,7,64,58,30,31,H
6,8,69,68,34,36,5,7,90,35,51,18,A
8,8,75,45,45,24,1,9,44,102,20,55,H
7,5,64,50,34,22,4,13,47,84,25,49,H
5,7,45,77,22,42,14,5,71,51,37,22,D
8,4,53,55,25,24,10,6,51,79,30,41,H
6,6,81,69,40,30,7,5,44,59,21,23,H
5,7,70,68,34,33,10,8,63,75,31,45,A
11,8,74,50,33,23,9,5,55,48,28,18,H
13,6,107,52,58,30,7,15,45,81,20,54,H
8,8,54,79,30,44,7,6,54,50,29,17,D
8,5,52,55,28,26,9,7,92,39,53,20,D
9,5,58,67,29,38,12,6,83,43,52,20,A
3,7,61,68,28,38,6,7,37,63,16,29,H
3,4,57,60,30,27,3,11,47,85,25,50,D
10,7,66,45,26,21,5,6,49,66,22,31,A
2,10,41,108,18,59,6,8,73,69,40,33,A
12,6,68,55,34,23,8,4,76,52,40,24,H
7,7,92,61,45,25,7,10,66,69,34,39,H
1,7,45,98,18,50,16,7,110,44,69,25,H
9,8,89,44,54,20,14,5,71,49,39,22,H
4,17,38,91,12,59,7,5,67,65,37,41,A
5,6,46,54,18,29,9,6,58,66,30,33,H
7,5,57,52,31,20,3,12,34,114,19,64,D
8,5,76,58,39,28,3,4,60,66,30,34,H
7,8,73,67,44,33,2,4,74,58,36,28,H
5,9,70,65,32,36,9,9,74,41,35,24,D
11,4,78,62,50,29,8,6,89,51,43,23,H
7,6,44,82,19,42,6,8,53,77,28,44,H
13,8,61,56,33,28,6,6,59,47,32,20,D
4,6,50,72,27,38,12,9,81,44,53,22,A
14,6,111,38,69,23,14,4,82,56,52,25,D
9,7,53,72,23,39,10,5,79,53,47,29,D
5,6,53,78,28,40,5,3,51,50,24,23,D
7,9,66,50,34,30,8,6,80,55,48,27,A
8,5,76,55,43,30,8,4,68,61,35,40,D
11,8,82,60,51,28,5,8,63,70,35,35,D
12,8,71,57,40,30,8,10,73,55,39,33,D
12,6,77,62,48,32,1,7,70,67,32,33,H
3,15,42,83,17,54,4,13,31,122,18,68,D
3,5,45,97,22,47,6,8,79,56,37,27,H
6,4,58,51,34,21,8,8,51,70,23,39,H
7,5,58,85,24,44,14,9,105,41,66,25,H
5,5,55,62,27,28,11,7,64,52,33,29,A
3,8,71,57,32,33,7,6,63,69,30,38,D
12,8,74,60,40,27,12,9,112,51,66,29,H
4,9,75,58,30,33,9,5,62,64,29,42,H
7,4,58,47,36,17,5,9,70,59,37,28,D
7,6,66,54,39,27,4,12,33,106,20,60,H
6,8,51,61,20,33,1,5,65,67,29,27,D
4,8,54,88,30,49,5,9,70,59,33,32,D
5,7,50,75,29,37,13,4,86,58,50,33,H
8,5,65,88,30,44,4,3,43,103,22,55,H
11,8,87,55,55,29,11,7,70,52,39,31,H
7,7,64,71,30,35,2,10,45,72,17,46,H
1,4,60,67,26,27,8,7,80,61,38,35,D
7,7,72,55,36,32,9,4,79,85,38,40,D
5,7,75,55,37,34,6,7,51,77,30,42,D
9,9,100,56,59,30,15,8,92,57,55,33,H
13,5,79,62,48,35,9,3,78,83,38,41,D
9,11,70,65,41,37,5,8,51,60,22,31,H
4,12,35,95,19,54,5,8,59,89,37,52,A
2,5,62,76,27,32,6,5,57,49,35,21,H
5,7,70,55,35,25,10,7,69,54,40,26,H
4,3,46,108,23,59,13,6,80,66,42,31,A
6,8,77,64,38,38,6,7,71,71,31,32,H
1,10,42,67,15,37,8,8,71,63,34,34,A
8,2,72,88,35,44,9,9,61,55,32,26,A
6,10,64,79,27,37,3,7,75,47,36,29,H
9,4,71,56,34,28,4,7,50,110,26,62,D
7,7,61,87,40,48,10,10,72,59,42,34,D
6,5,70,72,33,35,6,7,70,54,36,25,H
7,5,57,49,32,23,12,12,99,64,58,35,H
13,5,84,64,45,30,4,13,42,80,21,48,H
11,7,57,49,31,22,3,6,62,72,25,31,A
17,9,92,60,54,35,9,4,75,63,44,35,D
3,9,46,62,16,31,9,9,87,63,48,37,A
6,6,53,74,31,40,1,9,44,64,16,36,H
3,10,42,75,21,41,5,7,42,118,20,64,A
4,8,64,58,32,29,2,11,46,65,20,36,H
8,10,72,60,39,34,10,4,90,50,46,24,H
8,8,40,110,23,64,16,10,94,63,52,35,A
3,10,53,70,27,39,7,5,59,75,33,36,D
3,7,57,56,25,32,2,9,52,56,21,27,D
6,7,47,76,22,34,6,9,66,75,28,34,D
8,12,100,69,52,38,9,9,55,50,27,24,H
10,6,75,54,42,28,12,3,83,61,43,30,D
10,8,75,57,40,30,7,8,60,86,37,47,H
1,14,50,63,22,33,7,4,56,57,31,25,H
11,7,77,70,40,40,9,6,51,75,34,39,H
8,5,54,74,28,39,4,7,50,70,24,31,H
9,5,87,50,47,25,0,12,45,78,20,47,H
5,7,56,74,20,41,7,4,76,51,42,28,H
10,3,74,51,34,33,7,6,84,50,43,22,A
9,5,74,62,42,32,3,5,71,64,36,35,H
4,10,66,62,33,24,7,4,80,43,41,27,D
5,5,69,57,34,33,7,5,54,69,24,36,D
13,7,57,62,31,31,6,4,62,70,25,41,H
3,4,68,62,34,33,4,10,78,74,40,34,A
3,7,46,79,28,33,10,5,76,55,42,30,A
11,7,68,56,36,28,4,9,35,76,17,43,H
9,6,72,66,38,31,9,4,92,50,47,25,A
7,1,71,48,30,23,6,7,51,67,23,37,H
2,6,53,68,26,27,4,5,84,58,41,21,H
5,5,73,49,39,30,4,7,77,62,36,25,H
7,1,73,43,30,22,5,5,65,57,35,32,H
5,8,47,78,29,35,7,5,71,57,38,35,A
4,8,35,77,18,44,14,5,67,62,40,32,H
5,4,60,74,24,43,6,4,31,76,19,33,H
3,7,66,65,34,25,2,16,38,74,19,43,H
5,4,54,69,25,40,9,9,67,67,36,38,D
11,6,87,60,45,28,10,6,75,49,43,28,A
4,8,71,55,36,22,5,7,47,72,25,36,H
11,6,71,58,40,32,6,9,79,69,39,34,D
5,7,38,82,18,46,5,9,31,82,16,51,H
3,8,67,70,33,31,10,6,75,57,39,26,A
8,6,71,43,41,25,6,4,78,67,28,37,H
6,5,31,79,18,31,8,6,65,63,29,30,H
5,7,62,63,32,36,6,10,55,75,32,32,D
7,9,88,62,40,27,5,4,61,58,29,33,A
10,7,62,73,32,42,6,9,79,55,47,24,H
8,5,74,53,40,31,4,5,71,53,39,33,H
11,7,70,67,42,36,8,6,76,55,38,21,H
3,17,42,80,21,43,9,0,64,48,29,25,D
9,1,79,46,37,27,8,3,67,38,38,20,A
7,6,65,64,33,27,8,8,93,61,40,26,A
5,6,71,69,27,40,4,16,35,91,19,48,H
5,10,88,57,50,26,8,4,35,78,21,31,H
7,9,55,77,35,36,9,8,65,82,32,45,H
5,4,56,66,27,37,10,7,75,54,44,29,A
4,6,30,66,17,39,4,8,62,61,34,37,D
8,7,73,60,33,29,3,9,74,65,31,32,H
4,8,70,56,39,38,10,5,81,54,47,29,A
12,5,72,63,43,28,5,5,35,73,18,41,H
11,4,83,52,51,28,7,6,91,47,51,19,H
2,8,71,68,27,34,6,7,50,59,23,34,A
8,3,70,38,40,23,3,10,65,52,35,36,H
12,8,71,57,43,29,3,6,35,63,15,38,H
9,7,86,60,42,26,9,8,78,68,31,41,H
8,6,29,84,16,34,11,6,71,60,39,25,A
5,7,39,81,21,43,8,6,70,54,29,22,H
9,10,65,83,32,44,8,2,85,46,37,27,H
6,18,39,101,21,52,10,9,57,83,36,42,H
5,9,61,62,35,33,7,7,65,63,34,28,H
6,3,91,54,42,33,11,3,82,49,51,28,H
4,7,32,64,14,43,1,9,68,64,28,35,A
12,5,68,53,38,21,14,8,70,47,46,24,A
7,12,84,60,37,34,6,8,43,68,25,37,D
7,6,54,52,26,29,8,8,31,85,17,37,H
3,8,57,58,28,38,7,16,38,106,22,52,H
10,10,69,89,44,46,11,8,79,59,34,31,A
7,7,64,54,28,21,9,9,66,90,36,50,H
6,5,92,47,51,22,5,8,57,58,37,33,D
6,10,69,55,33,28,6,10,37,69,19,49,H
13,7,74,69,31,38,11,7,58,66,38,30,H
6,9,34,86,18,42,5,8,40,72,23,37,A
6,17,38,100,22,50,9,6,58,53,35,30,A
8,2,66,44,36,24,17,7,66,51,46,28,A
6,8,57,64,36,37,4,10,67,64,29,37,A
9,12,77,75,45,45,7,6,99,49,57,26,A
9,6,85,42,53,26,9,12,71,90,40,50,D
6,7,61,53,28,34,9,3,91,51,47,32,H
7,7,57,67,33,35,9,9,75,55,35,22,H
2,9,30,83,14,43,17,6,70,39,50,23,A
16,5,70,36,52,21,5,7,59,58,35,35,H
7,4,93,60,52,37,9,8,76,50,40,26,A
6,12,50,66,26,46,9,7,61,61,36,36,H
9,11,67,90,40,48,5,15,33,105,19,51,H
5,9,61,59,30,31,2,10,34,79,17,49,H
11,6,64,49,38,26,8,11,76,80,42,48,H
8,6,50,69,31,34,7,7,65,63,31,41,D
7,9,69,54,31,23,9,8,78,45,50,29,D
6,6,43,61,25,33,11,5,77,65,34,37,A
8,6,99,53,59,26,6,1,56,50,33,27,A
7,7,91,57,48,27,10,8,65,61,40,32,H
6,11,55,60,31,39,7,8,62,60,31,36,H
7,9,47,56,26,25,8,6,72,45,41,29,H
9,10,75,86,45,46,0,13,38,81,20,55,H
6,8,60,49,32,23,7,2,50,62,24,31,H
16,5,72,31,51,18,15,6,81,61,42,38,H
9,6,50,74,28,39,7,8,53,58,30,41,D
8,8,66,57,35,31,4,11,39,105,22,52,H
5,6,101,60,54,38,7,11,73,84,40,51,D
13,5,69,48,43,26,7,8,56,65,33,38,H
9,7,86,48,44,22,5,6,98,63,54,39,A
9,6,61,55,38,26,7,11,71,92,38,54,H
14,6,80,64,42,39,13,5,66,58,46,27,H
5,6,58,56,29,31,8,9,81,51,38,22,A
6,8,61,54,31,32,14,5,74,41,45,25,H
12,9,68,64,41,32,7,6,57,50,33,23,H
3,8,42,67,25,46,7,6,87,64,48,36,A
3,14,79,91,41,55,8,7,57,64,29,37,A
6,3,53,65,26,33,8,9,54,57,28,23,H
3,11,39,92,19,48,7,10,56,62,31,40,A
7,10,51,72,29,40,9,9,83,73,50,40,D
12,10,81,52,39,23,13,2,73,41,45,24,D
8,4,59,68,30,33,9,12,52,69,30,42,H
3,10,53,55,34,39,14,4,81,40,54,22,D
10,8,57,68,36,32,11,8,78,77,47,44,A
8,10,49,61,25,27,13,6,64,69,44,34,H
7,7,61,55,32,30,0,13,40,87,21,59,H
7,8,55,51,31,27,1,9,40,84,20,46,H
8,9,56,59,36,38,16,6,87,62,47,37,A
11,5,77,65,44,38,7,6,61,64,34,39,H
4,8,55,50,27,30,3,15,69,98,37,60,H
13,8,72,68,50,34,12,10,77,58,40,23,A
8,14,50,69,26,39,6,8,62,45,30,27,H
2,12,39,78,19,46,10,12,50,78,25,39,A
5,10,61,70,33,44,9,8,66,51,40,26,D
0,13,36,98,21,64,11,5,78,64,43,37,A
2,15,56,102,29,62,9,4,57,57,28,29,D
12,3,80,45,44,29,7,7,63,65,35,40,H
9,6,73,47,40,27,9,13,48,61,27,38,H
14,5,74,60,38,34,11,3,77,50,46,28,A
9,6,55,66,32,33,11,9,69,65,46,35,A
9,9,55,48,33,23,13,3,71,44,37,28,H
11,12,56,71,25,37,12,8,73,68,43,40,D
10,6,58,59,28,31,2,10,41,77,19,46,H
6,6,58,40,31,24,1,13,39,95,22,58,H
12,9,69,52,34,21,13,5,96,60,55,28,H
5,8,58,58,34,36,7,10,59,63,30,37,D
3,9,57,52,37,33,3,15,57,97,31,57,H
7,9,64,58,30,32,5,4,72,35,36,18,A
11,9,66,64,41,33,12,5,66,58,33,27,H
11,4,68,55,35,33,9,9,52,74,32,36,H
1,13,40,114,21,65,7,9,66,47,39,27,D
10,6,91,56,51,24,14,4,72,61,37,34,H
9,2,70,55,40,28,9,7,67,47,37,20,H
10,5,72,60,40,33,8,6,74,53,39,29,D
2,10,44,77,20,48,13,7,69,50,35,20,A
4,16,53,96,29,54,5,5,54,55,30,29,D
8,13,46,67,28,36,10,12,60,76,23,39,A
10,5,73,55,39,28,3,5,60,55,27,31,H
13,6,72,50,40,20,7,10,65,62,33,33,A
7,10,71,54,39,31,7,11,47,71,26,34,D
10,6,62,52,31,25,12,7,88,62,47,25,H
9,8,68,47,33,24,10,9,72,51,40,28,H
6,12,54,61,29,30,3,13,44,114,24,61,H
3,15,54,91,29,48,10,7,58,72,21,33,H
14,6,62,67,29,35,10,5,61,55,30,33,A
3,12,40,77,18,49,10,3,72,61,42,32,A
7,5,77,39,42,19,12,9,63,66,37,34,A
10,4,78,63,44,35,7,4,96,35,52,21,A
8,10,62,70,33,38,6,9,62,51,36,23,D
5,11,42,74,22,30,9,7,71,45,32,26,A
2,12,57,73,25,45,12,6,69,64,35,35,H
9,10,60,76,21,38,7,8,81,47,39,23,H
8,4,54,61,24,36,12,5,66,55,32,23,H
9,9,58,78,34,39,16,5,80,50,47,25,A
7,7,85,63,43,25,4,13,46,87,24,54,D
3,11,40,114,20,61,6,12,51,92,29,43,H
9,10,67,56,37,30,13,6,74,53,45,25,H
7,4,98,41,50,24,8,6,83,58,44,22,D
3,6,55,64,29,31,10,9,66,60,38,31,H
17,7,73,51,44,26,7,3,74,65,41,35,A
8,7,76,60,35,28,11,9,60,76,36,37,D
10,6,71,49,31,25,10,6,65,68,25,31,H
6,9,84,45,38,22,13,3,59,66,28,36,D
8,9,59,58,27,27,4,9,41,102,21,55,D
10,6,76,51,44,23,1,12,55,80,20,45,A
5,12,48,88,24,53,6,10,66,63,36,32,D
6,11,51,82,29,37,3,9,48,66,22,27,H
4,13,51,78,24,44,7,10,74,54,33,25,A
9,6,47,80,28,38,7,6,84,46,33,19,D
6,6,59,61,21,25,5,8,78,58,34,29,H
7,8,58,63,30,35,10,11,53,77,30,34,H
7,7,67,57,36,27,14,7,79,47,46,22,A
13,3,53,68,26,32,11,2,74,43,32,19,H
4,12,52,63,23,27,4,4,93,48,50,27,H
8,3,67,65,37,36,11,8,81,41,45,23,H
5,6,77,65,38,29,4,4,60,62,33,30,H
5,8,42,105,21,54,4,10,45,84,22,47,H
6,5,42,105,21,51,7,7,73,64,37,34,H
8,7,80,50,30,27,4,11,58,81,25,46,D
9,4,56,55,22,27,4,8,70,58,37,28,A
6,10,53,66,23,27,2,8,73,58,32,28,H
4,4,96,51,47,27,8,7,70,67,40,39,H
4,11,52,83,22,49,16,7,82,48,47,21,H
10,13,52,87,32,43,11,3,61,65,32,29,A
8,4,44,91,23,43,10,5,55,79,36,38,A
7,7,78,56,39,29,6,6,58,63,22,26,H
3,7,61,69,33,33,10,3,70,61,43,32,D
7,8,72,56,34,25,9,10,80,48,44,29,H
5,12,52,87,23,53,6,3,37,83,17,42,H
10,4,71,57,45,31,7,7,49,71,21,25,H
8,5,49,75,35,35,4,6,61,66,34,37,D
7,8,81,57,43,32,8,6,56,55,26,29,D
10,3,71,52,42,25,8,8,73,64,34,29,H
6,12,58,85,26,50,6,7,46,71,18,24,H
6,9,69,60,40,30,7,6,80,53,46,32,D
14,3,58,63,32,28,7,9,50,88,25,51,H
2,8,78,54,31,25,6,4,55,58,27,32,H
8,13,64,69,39,42,5,7,78,51,31,28,H
8,9,58,71,25,33,6,3,37,89,17,39,H
16,10,91,43,54,23,9,5,80,58,41,33,A
3,5,85,53,37,25,7,13,83,53,44,34,D
6,8,49,88,23,49,9,4,72,66,38,37,A
4,7,73,52,30,26,5,6,55,70,28,38,H
7,5,59,71,26,36,9,12,67,67,37,39,A
6,5,79,57,46,33,5,4,36,98,16,44,D
14,2,63,60,33,25,5,7,73,58,41,30,H
8,7,75,70,36,32,14,10,98,40,58,24,H
9,2,64,50,36,22,7,9,70,64,35,33,H
6,8,53,59,20,23,6,6,56,68,36,39,H
10,12,63,75,36,38,8,7,51,77,35,38,A
13,11,79,62,44,38,5,6,78,57,32,27,H
7,8,63,67,34,33,14,2,71,57,38,23,H
7,9,46,72,28,42,6,8,45,74,18,41,H
9,8,53,68,31,33,11,2,69,49,38,23,A
3,7,74,61,40,30,9,9,51,59,22,25,H
11,4,52,65,31,33,7,7,76,70,38,32,D
6,14,79,54,39,34,7,8,64,60,32,28,H
4,3,36,95,15,44,6,9,57,75,27,42,H
7,11,88,47,46,28,6,5,88,48,50,25,H
5,9,60,67,29,40,11,14,73,68,38,34,H
14,11,85,58,46,35,4,4,37,91,13,45,H
8,15,66,83,33,42,11,5,51,65,30,32,A
7,6,59,57,36,25,7,9,64,67,33,35,A
5,7,65,69,32,34,6,8,72,63,30,31,H
10,4,71,59,36,24,9,13,84,53,41,32,A
6,10,77,49,39,31,6,7,51,64,21,26,H
9,10,55,55,37,32,8,3,76,67,38,27,A
4,6,83,46,47,23,4,9,61,70,26,36,H
9,2,67,48,36,25,8,10,64,68,35,32,H
6,9,40,75,16,44,19,11,97,54,53,31,H
3,9,39,97,15,50,4,9,74,68,33,41,A
12,13,84,57,43,33,6,6,58,53,31,23,A
6,11,67,67,31,32,4,11,42,102,18,50,H
6,10,49,59,21,25,9,2,72,47,36,25,A
15,10,86,51,43,28,8,7,66,72,34,39,D
8,6,70,60,36,28,6,8,41,74,18,43,H
7,8,83,62,38,35,7,4,86,42,51,22,H
9,2,61,70,34,29,9,16,63,96,29,47,H
7,11,57,76,33,37,9,9,68,49,35,32,H
13,6,59,61,30,29,8,12,49,57,33,35,H
11,12,80,58,41,32,5,16,63,92,30,46,H
8,11,55,54,36,33,9,7,81,68,36,37,H
5,13,44,97,21,51,15,5,60,65,34,32,A
11,7,76,58,40,27,14,4,85,49,43,24,A
3,13,62,94,26,45,10,13,65,75,39,34,A
9,1,69,48,33,26,9,11,77,65,38,32,D
6,8,34,83,20,47,10,2,60,64,33,29,D
8,3,66,72,33,40,4,10,50,77,22,39,H
8,13,69,55,36,38,9,6,79,58,41,29,A
5,5,85,41,49,20,12,10,96,56,51,28,D
7,6,51,58,25,27,5,11,54,48,25,24,D
11,13,63,77,39,33,7,2,60,51,29,23,H
11,12,75,76,41,38,5,5,88,42,48,18,D
6,10,61,47,28,23,10,10,72,65,34,33,D
8,3,83,51,43,21,10,11,60,54,42,31,H
7,2,60,44,26,18,7,7,55,65,24,30,D
10,10,84,69,37,40,8,11,61,64,28,41,A
3,14,54,81,23,45,3,12,54,102,22,51,H
12,7,87,59,46,27,3,8,31,79,15,41,H
11,4,62,62,31,30,11,2,77,68,43,37,D
11,11,60,72,35,29,5,14,46,90,22,43,H
4,14,46,85,22,46,9,11,70,72,33,39,D
9,3,73,59,35,33,2,12,46,107,18,57,D
9,4,63,52,30,25,4,15,50,84,24,46,H
4,10,32,76,18,38,9,10,68,68,37,30,A
9,11,66,67,43,46,9,12,66,71,35,35,A
5,5,84,38,44,16,15,4,82,49,45,22,H
6,6,56,70,25,31,11,10,85,65,39,35,H
10,10,58,72,24,45,8,12,62,77,28,42,H
9,4,86,59,50,24,14,6,88,58,46,28,H
5,15,50,86,25,40,8,11,73,45,37,24,A
7,3,61,41,26,18,11,2,71,63,41,33,H
7,13,57,82,28,47,7,6,69,45,38,22,H
8,10,69,66,38,34,3,10,33,74,20,36,H
10,6,75,57,38,29,11,9,60,72,30,47,H
11,10,87,67,41,38,8,3,83,63,39,32,A
2,10,53,103,19,56,7,9,68,67,43,47,A
10,6,64,56,35,24,10,4,72,54,35,24,D
12,4,72,55,43,32,7,6,58,65,31,29,H
6,9,70,45,34,23,9,3,60,47,29,25,H
10,3,77,69,36,35,8,12,64,81,33,47,H
8,5,63,53,29,27,10,7,76,55,43,29,D
9,3,74,53,37,21,10,14,71,71,35,40,H
7,9,66,78,38,52,5,14,51,82,21,45,D
7,6,71,56,36,28,10,4,67,48,33,20,H
9,8,54,78,26,38,12,6,74,48,41,22,H
9,2,88,50,53,19,13,6,78,52,49,31,A
3,15,45,85,24,39,8,4,75,58,38,29,A
9,3,73,60,38,31,9,10,69,75,33,48,A
7,16,64,77,30,45,5,5,72,52,33,24,D
8,8,70,45,35,24,8,7,68,59,38,30,A
2,10,60,94,24,52,2,11,33,76,19,34,H
10,5,81,53,48,29,3,12,48,79,27,36,H
9,6,80,52,44,25,7,2,86,56,53,21,A
7,10,58,92,33,54,10,7,59,89,31,44,A
7,5,57,50,26,25,8,8,69,78,40,52,H
9,3,76,64,37,33,10,2,68,50,37,19,A
5,13,52,80,24,47,11,4,95,63,49,32,A
7,8,72,79,34,46,5,7,64,93,24,49,D
1,14,33,77,17,35,6,7,70,50,33,25,H
4,4,78,74,34,42,6,4,52,57,20,29,D
5,13,57,71,25,42,8,3,88,68,56,30,A
5,7,80,56,44,28,12,4,86,64,46,31,H
3,12,47,82,26,39,7,9,61,98,36,55,A
2,12,34,65,14,27,4,15,68,66,30,37,H
9,4,63,55,34,28,5,6,65,87,27,42,H
5,4,86,63,41,36,7,7,73,59,43,26,H
7,7,70,76,38,48,8,4,69,65,28,35,H
5,5,63,63,29,28,6,5,50,66,21,37,H
9,4,86,73,58,34,6,7,67,49,29,22,H
12,6,89,57,44,28,13,6,87,50,54,26,H
10,7,70,90,36,43,6,11,58,68,29,38,H
9,1,67,53,34,15,6,3,67,60,31,30,D
6,8,41,97,22,43,3,5,71,43,33,17,H
3,8,59,56,28,31,3,11,45,68,19,31,D
8,5,57,68,23,32,5,11,89,56,44,28,D
10,5,78,63,43,30,9,2,74,53,39,27,H
7,8,80,47,39,25,9,6,77,53,37,20,A
1,9,67,68,31,41,8,2,52,74,25,38,H
8,6,75,80,44,48,4,12,54,100,29,50,H
9,5,74,56,29,29,7,4,57,68,26,34,D
8,6,60,65,27,30,4,8,48,105,26,59,H
7,4,53,73,25,38,3,8,58,60,27,33,D
6,8,77,70,42,29,7,7,40,98,22,42,D
9,3,69,61,34,31,6,6,61,74,29,35,D
5,10,88,64,41,36,9,4,77,63,41,27,H
9,3,75,50,36,23,3,7,66,56,30,31,H
4,9,49,76,22,37,5,6,86,35,42,17,A
3,9,45,109,24,54,8,6,59,69,39,36,A
3,5,75,39,33,14,9,4,85,74,46,43,A
10,4,92,56,41,23,7,7,68,53,26,24,H
6,6,65,82,31,38,9,6,62,61,36,29,H
7,3,65,62,27,31,6,10,87,66,42,40,H
7,8,74,53,28,26,3,7,63,61,29,33,D
10,5,67,63,30,29,9,5,82,58,36,24,D
3,9,66,71,30,36,2,9,45,75,20,36,H
3,6,74,42,32,18,6,8,85,65,47,27,A
7,6,37,97,22,43,4,9,43,100,24,48,H
9,5,83,76,44,41,9,4,81,63,44,31,H
3,10,52,101,26,55,4,5,82,35,40,14,A
10,2,82,48,38,22,8,3,59,65,28,30,H
7,5,83,33,44,12,5,6,73,71,40,30,H
6,4,58,63,28,29,8,4,64,63,28,25,D
3,9,43,87,18,46,8,3,68,63,27,34,A
9,3,83,65,37,27,8,4,94,74,47,38,D
9,9,66,58,37,29,8,8,68,48,28,23,A
3,9,48,91,22,46,1,7,89,43,38,23,A
6,10,82,73,40,43,2,14,45,100,24,58,D
4,6,60,55,26,27,6,6,39,89,24,43,H
5,8,79,77,46,35,9,1,76,45,35,21,H
5,5,84,63,41,31,10,5,60,81,30,39,H
5,4,78,66,34,30,7,4,68,57,34,21,H
8,10,61,62,31,31,5,6,89,44,42,24,A
9,6,52,80,23,36,7,2,84,70,41,29,H
7,8,87,67,47,39,8,6,68,44,28,19,H
10,5,86,29,48,9,6,9,42,99,26,43,H
6,8,70,80,39,35,3,12,47,96,21,51,H
10,3,66,55,33,27,8,2,92,78,44,39,A
2,9,46,78,18,47,5,4,57,65,25,33,H
2,14,46,106,25,58,9,2,79,47,36,25,H
7,9,74,78,42,41,6,6,72,52,31,26,H
6,3,87,70,45,35,6,9,60,61,27,27,H
2,15,41,97,19,53,7,5,67,72,39,39,A
7,6,64,59,32,22,4,9,45,91,15,54,H
6,8,65,51,29,27,6,6,82,58,43,33,A
7,2,82,78,39,36,6,4,59,80,29,37,D
7,3,74,48,32,23,7,4,79,57,37,25,H
8,7,55,41,23,19,9,7,70,76,45,35,D
6,6,84,44,38,26,8,3,69,53,34,26,D
6,6,66,55,32,28,11,3,93,26,51,9,H
6,9,36,98,22,42,3,13,40,103,21,56,H
7,5,83,69,45,36,11,5,84,31,46,12,H
10,5,70,51,36,19,9,8,73,86,46,42,H
1,15,47,93,22,52,7,5,61,56,27,26,A
9,6,38,94,28,40,6,5,77,55,37,26,D
6,3,68,55,32,30,4,11,40,92,12,57,H
8,7,79,46,37,27,6,5,78,56,39,32,H
6,1,85,65,42,26,3,13,45,96,21,52,D
7,8,65,41,30,19,6,2,63,78,32,37,H
6,7,60,59,30,30,8,4,68,68,39,36,D
6,7,67,56,30,31,7,11,57,61,27,28,D
8,4,76,48,40,22,6,3,85,49,40,23,H
6,4,56,82,24,39,7,6,35,98,26,44,H
11,6,75,40,40,15,7,6,71,39,33,18,A
3,12,37,98,16,50,9,5,75,55,33,26,H
4,4,81,49,40,25,5,6,63,54,25,29,D
5,5,80,51,36,24,7,4,73,63,37,32,D
3,11,38,93,8,56,2,15,49,91,22,56,D
8,9,73,94,44,47,5,2,84,64,41,24,H
5,10,52,64,22,27,6,6,57,64,27,29,H
9,4,74,54,41,24,9,3,78,50,44,19,A
9,7,80,83,51,43,6,6,36,92,25,41,D
6,10,38,97,21,50,7,4,69,38,32,16,H
4,5,87,48,38,22,2,13,56,87,27,56,H
7,4,61,74,27,35,5,6,62,53,24,27,A
4,11,41,99,13,59,9,6,79,58,37,29,A
4,6,29,94,18,40,5,10,51,68,23,30,A
6,4,71,69,37,37,7,5,70,61,42,27,H
7,6,68,56,30,30,7,6,69,76,37,43,D
10,5,71,59,36,25,10,7,78,43,40,17,H
7,5,73,46,33,21,8,3,70,62,38,31,H
6,8,55,65,26,30,8,7,48,88,27,43,H
2,14,50,95,26,54,4,3,80,49,36,23,A
4,4,80,55,39,27,7,3,95,42,40,21,H
7,3,80,50,44,22,4,7,55,76,26,39,D
7,4,56,67,31,34,8,5,89,61,44,33,H
6,3,78,43,39,20,9,7,56,59,29,29,H
6,8,74,50,38,19,3,2,84,67,38,31,H
9,6,51,71,25,31,5,4,75,66,39,36,A
6,9,70,56,34,20,7,3,78,48,48,23,D
8,6,74,66,37,39,10,9,53,70,30,32,H
6,4,85,48,39,24,8,5,69,76,37,37,H
9,7,60,65,30,28,7,4,86,45,45,23,D
8,5,68,46,32,22,3,7,37,84,19,40,H
6,2,71,70,36,37,7,5,66,63,29,29,H
4,5,79,68,35,35,7,4,61,48,34,26,A
4,6,57,76,30,46,3,12,55,91,28,51,H
7,9,53,68,29,36,3,10,40,89,15,51,D
6,7,67,57,30,29,6,7,68,81,39,35,D
5,8,84,64,38,33,4,9,45,99,17,51,H
7,10,62,68,31,35,10,7,60,64,32,28,A
8,8,64,85,41,39,9,4,62,71,31,30,A
8,4,68,48,37,26,4,9,57,57,29,19,A
7,3,73,47,41,26,5,8,87,59,40,31,H
6,9,60,67,27,34,8,7,78,56,37,29,A
5,7,63,81,31,40,7,8,67,70,34,31,D
3,9,37,95,20,49,13,6,72,60,37,31,A
2,9,43,97,15,49,7,4,93,55,44,26,A
10,12,48,75,23,38,6,7,59,76,30,44,A
4,12,62,93,30,51,10,1,77,62,41,33,H
6,5,80,53,42,28,12,4,95,46,48,22,H
4,8,44,101,15,50,10,4,66,71,35,31,A
